label,cosine_sim,Euclidean_dist,pearson,manhattanDisSim,cosine_sim1,Euclidean_dist1,lcsSim,diceSim,editSim,levenSim,jaroSim,jaroWinklerSim
1,0.1345345587992625,5.0990195135927845,-0.8640638488223129,26,0.0,2.23606797749979,0.5714285714285714,0.7058823529411765,0.5714285714285714,0.7272727272727273,0.8571428571428571,0.9142857142857143
1,0.1345345587992625,5.0990195135927845,-0.8640638488223129,26,0.0,2.23606797749979,0.5714285714285714,0.7058823529411765,0.5714285714285714,0.7272727272727273,0.8571428571428571,0.9142857142857143
1,0.17149858514250882,4.58257569495584,-0.8134892168199606,21,0.0,2.23606797749979,0.35714285714285715,0.7,0.1428571428571429,0.3846153846153846,0.5317460317460317,0.5317460317460317
1,0.16169041669088866,4.69041575982343,-0.8284168695795142,22,0.0,2.23606797749979,0.35714285714285715,0.631578947368421,0.2857142857142857,0.4347826086956522,0.5873015873015873,0.5873015873015873
1,0.09128709291752768,5.656854249492381,-0.8514693182963201,32,0.3333333333333333,2.0,0.75,0.8,0.7,0.7692307692307692,0.8598684210526315,0.9159210526315789
1,0.10482848367219183,6.082762530298219,-0.8864052604279183,37,0.0,1.7320508075688772,0.5,0.75,0.5,0.6666666666666667,0.8333333333333334,0.9
1,0.10101525445522107,6.164414002968976,-0.8921425711997709,38,0.0,1.7320508075688772,0.5,0.75,0.5,0.6666666666666667,0.8333333333333334,0.9
1,0.6126329642911571,5.477225575051661,-0.29750737519912407,30,0.0,1.7320508075688772,0.3333333333333333,0.5,0.33333333333333337,0.5,0.7777777777777777,0.8444444444444443
1,0.1649572197684645,6.928203230275509,-0.56544486128752,48,0.0,1.7320508075688772,0.5,0.75,0.5,0.6666666666666667,0.8333333333333334,0.9
1,0.20203050891044214,6.855654600401044,0.0,47,0.0,1.7320508075688772,0.5,0.75,0.5,0.6666666666666667,0.8333333333333334,0.9
1,0.1113692092779409,8.06225774829855,-0.8865926413116156,65,0.0,2.23606797749979,0.6,0.9,0.6,0.75,0.8666666666666667,0.92
1,0.21320071635561044,5.744562646538029,-0.674199862463242,33,0.0,2.23606797749979,0.23076923076923078,0.5333333333333333,0.15384615384615385,0.3157894736842105,0.4914529914529915,0.4914529914529915
1,0.20100756305184242,5.656854249492381,-0.5595813731096785,32,0.0,2.23606797749979,0.23076923076923078,0.7058823529411765,0.23076923076923073,0.30000000000000004,0.553113553113553,0.553113553113553
1,0.23819653367016547,6.708203932499369,-0.5522359450516526,45,0.0,1.7320508075688772,0.3333333333333333,0.5454545454545454,0.33333333333333337,0.5,0.7777777777777777,0.8444444444444443
1,0.23819653367016547,6.708203932499369,-0.5522359450516526,45,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2205271385679885,6.782329983125268,-0.6261767038446017,46,0.0,1.7320508075688772,0.25,0.5,0.25,0.4,0.75,0.825
1,0.6126329642911571,5.477225575051661,-0.29750737519912407,30,0.0,1.7320508075688772,0.3333333333333333,0.5,0.33333333333333337,0.5,0.7777777777777777,0.8444444444444443
1,0.0,4.47213595499958,-0.9999999999999998,20,0.5773502691896258,1.7320508075688772,0.3684210526315789,0.8235294117647058,0.368421052631579,0.4666666666666667,0.7118022328548644,0.7982615629984051
1,0.5,3.0,0.0,9,0.5773502691896258,1.7320508075688772,0.3684210526315789,0.8235294117647058,0.368421052631579,0.4666666666666667,0.7118022328548644,0.7982615629984051
1,0.545544725589981,3.1622776601683795,-0.32732683535398854,10,0.0,2.449489742783178,0.3076923076923077,0.8,0.1923076923076923,0.34042553191489366,0.5781440781440782,0.5781440781440782
1,0.03646624787447364,7.810249675906654,-0.9578899683624218,61,0.0,1.4142135623730951,0.2,0.25,0.19999999999999996,0.25,0.5111111111111111,0.5111111111111111
1,0.42857142857142855,4.795831523312719,-0.335029697130245,23,0.0,2.0,0.3076923076923077,0.6153846153846154,0.3076923076923077,0.47058823529411764,0.7692307692307692,0.8615384615384615
1,0.35714285714285715,5.0,-0.4844521416518047,25,0.0,2.0,0.3076923076923077,0.6153846153846154,0.3076923076923077,0.47058823529411764,0.7692307692307692,0.8615384615384615
0,0.08006407690254357,4.795831523312719,-0.9198662110078002,23,0.0,1.7320508075688772,0.125,0.14285714285714285,0.0,0.125,0.4166666666666667,0.4166666666666667
0,0.08006407690254357,4.795831523312719,-0.9198662110078001,23,0.0,2.0,0.375,0.46153846153846156,0.125,0.4,0.4226190476190476,0.4226190476190476
0,0.08006407690254357,4.795831523312719,-0.9198662110078001,23,0.0,1.7320508075688772,0.125,0.16666666666666666,0.125,0.1428571428571429,0.4305555555555555,0.4305555555555555
0,0.052414241836095915,6.244997998398398,-0.9434563530497265,39,0.0,1.7320508075688772,0.125,0.2,0.0,0.16666666666666663,0.4583333333333333,0.4583333333333333
0,0.05063696835418333,6.4031242374328485,-0.9446203958774616,41,0.0,2.23606797749979,0.25,0.5333333333333333,0.25,0.3571428571428571,0.625,0.625
0,0.052414241836095915,6.244997998398398,-0.9434563530497264,39,0.0,2.0,0.25,0.375,0.16666666666666663,0.30000000000000004,0.5416666666666666,0.5416666666666666
0,0.08006407690254357,4.795831523312719,-0.9198662110078002,23,0.0,1.7320508075688772,0.125,0.14285714285714285,0.0,0.125,0.4166666666666667,0.4166666666666667
0,0.08006407690254357,4.795831523312719,-0.9198662110078001,23,0.0,2.0,0.375,0.46153846153846156,0.125,0.4,0.4226190476190476,0.4226190476190476
