label,cosine_sim,Euclidean_dist,pearson,manhattanDisSim,cosine_sim1,Euclidean_dist1,lcsSim,diceSim,editSim,levenSim,jaroSim,jaroWinklerSim
1,0.6131393394849658,3.605551275463989,-0.3678836036909796,13,0.0,2.0,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5714285714285714,0.6595959595959596,0.6595959595959596
1,0.6131393394849658,3.605551275463989,-0.3678836036909796,13,0.0,2.0,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5714285714285714,0.6595959595959596,0.6595959595959596
1,0.4364357804719847,4.242640687119285,-0.4879500364742666,18,0.0,2.0,0.21428571428571427,0.5263157894736842,0.0714285714285714,0.24,0.46645021645021645,0.46645021645021645
1,0.545544725589981,4.123105625617661,-0.4432026302139593,17,0.0,2.0,0.21428571428571427,0.5263157894736842,0.0714285714285714,0.24,0.46645021645021645,0.46645021645021645
1,0.563436169819011,4.0,-0.4178554470186724,16,0.0,2.0,0.21428571428571427,0.5263157894736842,0.0714285714285714,0.24,0.46645021645021645,0.46645021645021645
1,0.563436169819011,4.0,-0.4178554470186724,16,0.0,2.0,0.21428571428571427,0.5263157894736842,0.0714285714285714,0.24,0.46645021645021645,0.46645021645021645
1,0.6923076923076923,2.8284271247461903,-0.3076923076923077,8,0.0,2.23606797749979,0.5263157894736842,0.5882352941176471,0.4736842105263158,0.6451612903225806,0.7865497076023392,0.7865497076023392
1,0.6689936080056726,2.8284271247461903,-0.32387513781564786,8,0.0,2.0,0.05263157894736842,0.14285714285714285,0.052631578947368474,0.09090909090909094,0.4619883040935672,0.4619883040935672
1,0.6153846153846154,3.1622776601683795,-0.3846153846153845,10,0.0,2.0,0.05263157894736842,0.14285714285714285,0.052631578947368474,0.09090909090909094,0.4619883040935672,0.4619883040935672
1,0.7526178090063816,2.449489742783178,-0.236524958395633,6,0.0,2.23606797749979,0.5263157894736842,0.5882352941176471,0.4736842105263158,0.6451612903225806,0.7865497076023392,0.7865497076023392
1,0.3535533905932738,3.3166247903554,-0.6454972243679029,11,0.0,2.0,0.25,0.375,0.08333333333333337,0.30000000000000004,0.4305555555555555,0.4305555555555555
1,0.14907119849998599,3.4641016151377544,-0.8432740427115677,12,0.0,1.7320508075688772,0.08333333333333333,0.14285714285714285,0.08333333333333337,0.11764705882352944,0.42777777777777776,0.42777777777777776
1,0.08032193289024989,5.830951894845301,-0.8798826901281198,34,0.0,1.4142135623730951,0.14285714285714285,0.16666666666666666,0.1428571428571429,0.16666666666666663,0.44761904761904764,0.44761904761904764
1,0.1796053020267749,5.5677643628300215,-0.6839166144230384,31,0.0,1.4142135623730951,0.14285714285714285,0.16666666666666666,0.1428571428571429,0.16666666666666663,0.44761904761904764,0.44761904761904764
1,0.1796053020267749,5.5677643628300215,-0.6839166144230384,31,0.0,1.4142135623730951,0.14285714285714285,0.16666666666666666,0.1428571428571429,0.16666666666666663,0.44761904761904764,0.44761904761904764
1,0.1796053020267749,5.5677643628300215,-0.6839166144230384,31,0.0,1.4142135623730951,0.14285714285714285,0.16666666666666666,0.1428571428571429,0.16666666666666663,0.44761904761904764,0.44761904761904764
1,0.1796053020267749,5.5677643628300215,-0.6839166144230384,31,0.0,1.4142135623730951,0.14285714285714285,0.16666666666666666,0.1428571428571429,0.16666666666666663,0.44761904761904764,0.44761904761904764
1,0.21997067253202995,5.5677643628300215,-0.6720215050322472,31,0.0,1.4142135623730951,0.14285714285714285,0.16666666666666666,0.1428571428571429,0.16666666666666663,0.44761904761904764,0.44761904761904764
1,0.06454972243679027,5.656854249492381,-0.9287087810503355,32,0.0,1.7320508075688772,0.15384615384615385,0.2857142857142857,0.07692307692307687,0.2222222222222222,0.4256410256410256,0.4256410256410256
1,0.06454972243679027,5.656854249492381,-0.9287087810503355,32,0.0,1.7320508075688772,0.15384615384615385,0.2857142857142857,0.07692307692307687,0.2222222222222222,0.4256410256410256,0.4256410256410256
1,0.08333333333333333,5.291502622129181,-0.8936504412303007,28,0.0,2.0,0.15384615384615385,0.5,0.15384615384615385,0.19047619047619047,0.4679487179487179,0.4679487179487179
1,0.05270462766947299,6.082762530298219,-0.9457507306074073,37,0.0,1.7320508075688772,0.15384615384615385,0.2857142857142857,0.07692307692307687,0.2222222222222222,0.4256410256410256,0.4256410256410256
1,0.05270462766947299,6.082762530298219,-0.9457507306074073,37,0.0,1.7320508075688772,0.15384615384615385,0.2857142857142857,0.07692307692307687,0.2222222222222222,0.4256410256410256,0.4256410256410256
1,0.05270462766947299,6.082762530298219,-0.9457507306074073,37,0.0,1.7320508075688772,0.15384615384615385,0.2857142857142857,0.07692307692307687,0.2222222222222222,0.4256410256410256,0.4256410256410256
1,0.08333333333333333,5.291502622129181,-0.8936504412303007,28,0.0,2.0,0.15384615384615385,0.5,0.15384615384615385,0.19047619047619047,0.4679487179487179,0.4679487179487179
1,0.05270462766947299,6.082762530298219,-0.9457507306074073,37,0.0,1.7320508075688772,0.15384615384615385,0.2857142857142857,0.07692307692307687,0.2222222222222222,0.4256410256410256,0.4256410256410256
1,0.08333333333333333,5.291502622129181,-0.8936504412303007,28,0.0,2.0,0.3076923076923077,0.5882352941176471,0.15384615384615385,0.34782608695652173,0.3991452991452991,0.3991452991452991
1,0.49099025303098287,4.47213595499958,-0.47245559126153425,20,0.0,1.7320508075688772,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.23529411764705888,0.4423076923076923,0.4423076923076923
